,season,round,circuit_id,lat,long,country,date,url
0,1991,1,phoenix,33.4479,-112.075,USA,1991-03-10,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix
1,1991,2,interlagos,-23.7036,-46.6997,Brazil,1991-03-24,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix
2,1991,3,imola,44.3439,11.7167,Italy,1991-04-28,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix
3,1991,4,monaco,43.7347,7.42056,Monaco,1991-05-12,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix
4,1991,5,villeneuve,45.5,-73.5228,Canada,1991-06-02,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix
5,1991,6,rodriguez,19.4042,-99.0907,Mexico,1991-06-16,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix
6,1991,7,magny_cours,46.8642,3.16361,France,1991-07-07,http://en.wikipedia.org/wiki/1991_French_Grand_Prix
7,1991,8,silverstone,52.0786,-1.01694,UK,1991-07-14,http://en.wikipedia.org/wiki/1991_British_Grand_Prix
8,1991,9,hockenheimring,49.3278,8.56583,Germany,1991-07-28,http://en.wikipedia.org/wiki/1991_German_Grand_Prix
9,1991,10,hungaroring,47.5789,19.2486,Hungary,1991-08-11,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix
10,1991,11,spa,50.4372,5.97139,Belgium,1991-08-25,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix
11,1991,12,monza,45.6156,9.28111,Italy,1991-09-08,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix
12,1991,13,estoril,38.7506,-9.39417,Portugal,1991-09-22,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix
13,1991,14,catalunya,41.57,2.26111,Spain,1991-09-29,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix
14,1991,15,suzuka,34.8431,136.541,Japan,1991-10-20,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix
15,1991,16,adelaide,-34.9272,138.617,Australia,1991-11-03,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix
16,1992,1,kyalami,-25.9894,28.0767,South Africa,1992-03-01,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix
17,1992,2,rodriguez,19.4042,-99.0907,Mexico,1992-03-22,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix
18,1992,3,interlagos,-23.7036,-46.6997,Brazil,1992-04-05,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
19,1992,4,catalunya,41.57,2.26111,Spain,1992-05-03,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix
20,1992,5,imola,44.3439,11.7167,Italy,1992-05-17,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix
21,1992,6,monaco,43.7347,7.42056,Monaco,1992-05-31,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix
22,1992,7,villeneuve,45.5,-73.5228,Canada,1992-06-14,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix
23,1992,8,magny_cours,46.8642,3.16361,France,1992-07-05,http://en.wikipedia.org/wiki/1992_French_Grand_Prix
24,1992,9,silverstone,52.0786,-1.01694,UK,1992-07-12,http://en.wikipedia.org/wiki/1992_British_Grand_Prix
25,1992,10,hockenheimring,49.3278,8.56583,Germany,1992-07-26,http://en.wikipedia.org/wiki/1992_German_Grand_Prix
26,1992,11,hungaroring,47.5789,19.2486,Hungary,1992-08-16,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix
27,1992,12,spa,50.4372,5.97139,Belgium,1992-08-30,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix
28,1992,13,monza,45.6156,9.28111,Italy,1992-09-13,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix
29,1992,14,estoril,38.7506,-9.39417,Portugal,1992-09-27,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix
30,1992,15,suzuka,34.8431,136.541,Japan,1992-10-25,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix
31,1992,16,adelaide,-34.9272,138.617,Australia,1992-11-08,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix
32,1993,1,kyalami,-25.9894,28.0767,South Africa,1993-03-14,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix
33,1993,2,interlagos,-23.7036,-46.6997,Brazil,1993-03-28,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix
34,1993,3,donington,52.8306,-1.37528,UK,1993-04-11,http://en.wikipedia.org/wiki/1993_European_Grand_Prix
35,1993,4,imola,44.3439,11.7167,Italy,1993-04-25,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix
36,1993,5,catalunya,41.57,2.26111,Spain,1993-05-09,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix
37,1993,6,monaco,43.7347,7.42056,Monaco,1993-05-23,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix
38,1993,7,villeneuve,45.5,-73.5228,Canada,1993-06-13,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix
39,1993,8,magny_cours,46.8642,3.16361,France,1993-07-04,http://en.wikipedia.org/wiki/1993_French_Grand_Prix
40,1993,9,silverstone,52.0786,-1.01694,UK,1993-07-11,http://en.wikipedia.org/wiki/1993_British_Grand_Prix
41,1993,10,hockenheimring,49.3278,8.56583,Germany,1993-07-25,http://en.wikipedia.org/wiki/1993_German_Grand_Prix
42,1993,11,hungaroring,47.5789,19.2486,Hungary,1993-08-15,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix
43,1993,12,spa,50.4372,5.97139,Belgium,1993-08-29,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix
44,1993,13,monza,45.6156,9.28111,Italy,1993-09-12,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix
45,1993,14,estoril,38.7506,-9.39417,Portugal,1993-09-26,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix
46,1993,15,suzuka,34.8431,136.541,Japan,1993-10-24,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix
47,1993,16,adelaide,-34.9272,138.617,Australia,1993-11-07,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix
48,1994,1,interlagos,-23.7036,-46.6997,Brazil,1994-03-27,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix
49,1994,2,okayama,34.915,134.221,Japan,1994-04-17,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix
50,1994,3,imola,44.3439,11.7167,Italy,1994-05-01,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix
51,1994,4,monaco,43.7347,7.42056,Monaco,1994-05-15,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix
52,1994,5,catalunya,41.57,2.26111,Spain,1994-05-29,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix
53,1994,6,villeneuve,45.5,-73.5228,Canada,1994-06-12,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix
54,1994,7,magny_cours,46.8642,3.16361,France,1994-07-03,http://en.wikipedia.org/wiki/1994_French_Grand_Prix
55,1994,8,silverstone,52.0786,-1.01694,UK,1994-07-10,http://en.wikipedia.org/wiki/1994_British_Grand_Prix
56,1994,9,hockenheimring,49.3278,8.56583,Germany,1994-07-31,http://en.wikipedia.org/wiki/1994_German_Grand_Prix
57,1994,10,hungaroring,47.5789,19.2486,Hungary,1994-08-14,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix
58,1994,11,spa,50.4372,5.97139,Belgium,1994-08-28,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix
59,1994,12,monza,45.6156,9.28111,Italy,1994-09-11,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix
60,1994,13,estoril,38.7506,-9.39417,Portugal,1994-09-25,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix
61,1994,14,jerez,36.7083,-6.03417,Spain,1994-10-16,http://en.wikipedia.org/wiki/1994_European_Grand_Prix
62,1994,15,suzuka,34.8431,136.541,Japan,1994-11-06,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix
63,1994,16,adelaide,-34.9272,138.617,Australia,1994-11-13,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix
64,1995,1,interlagos,-23.7036,-46.6997,Brazil,1995-03-26,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix
65,1995,2,galvez,-34.6943,-58.4593,Argentina,1995-04-09,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix
66,1995,3,imola,44.3439,11.7167,Italy,1995-04-30,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix
67,1995,4,catalunya,41.57,2.26111,Spain,1995-05-14,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix
68,1995,5,monaco,43.7347,7.42056,Monaco,1995-05-28,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix
69,1995,6,villeneuve,45.5,-73.5228,Canada,1995-06-11,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix
70,1995,7,magny_cours,46.8642,3.16361,France,1995-07-02,http://en.wikipedia.org/wiki/1995_French_Grand_Prix
71,1995,8,silverstone,52.0786,-1.01694,UK,1995-07-16,http://en.wikipedia.org/wiki/1995_British_Grand_Prix
72,1995,9,hockenheimring,49.3278,8.56583,Germany,1995-07-30,http://en.wikipedia.org/wiki/1995_German_Grand_Prix
73,1995,10,hungaroring,47.5789,19.2486,Hungary,1995-08-13,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix
74,1995,11,spa,50.4372,5.97139,Belgium,1995-08-27,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix
75,1995,12,monza,45.6156,9.28111,Italy,1995-09-10,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix
76,1995,13,estoril,38.7506,-9.39417,Portugal,1995-09-24,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix
77,1995,14,nurburgring,50.3356,6.9475,Germany,1995-10-01,http://en.wikipedia.org/wiki/1995_European_Grand_Prix
78,1995,15,okayama,34.915,134.221,Japan,1995-10-22,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix
79,1995,16,suzuka,34.8431,136.541,Japan,1995-10-29,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix
80,1995,17,adelaide,-34.9272,138.617,Australia,1995-11-12,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix
81,1996,1,albert_park,-37.8497,144.968,Australia,1996-03-10,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix
82,1996,2,interlagos,-23.7036,-46.6997,Brazil,1996-03-31,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix
83,1996,3,galvez,-34.6943,-58.4593,Argentina,1996-04-07,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix
84,1996,4,nurburgring,50.3356,6.9475,Germany,1996-04-28,http://en.wikipedia.org/wiki/1996_European_Grand_Prix
85,1996,5,imola,44.3439,11.7167,Italy,1996-05-05,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix
86,1996,6,monaco,43.7347,7.42056,Monaco,1996-05-19,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix
87,1996,7,catalunya,41.57,2.26111,Spain,1996-06-02,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix
88,1996,8,villeneuve,45.5,-73.5228,Canada,1996-06-16,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix
89,1996,9,magny_cours,46.8642,3.16361,France,1996-06-30,http://en.wikipedia.org/wiki/1996_French_Grand_Prix
90,1996,10,silverstone,52.0786,-1.01694,UK,1996-07-14,http://en.wikipedia.org/wiki/1996_British_Grand_Prix
91,1996,11,hockenheimring,49.3278,8.56583,Germany,1996-07-28,http://en.wikipedia.org/wiki/1996_German_Grand_Prix
92,1996,12,hungaroring,47.5789,19.2486,Hungary,1996-08-11,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix
93,1996,13,spa,50.4372,5.97139,Belgium,1996-08-25,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix
94,1996,14,monza,45.6156,9.28111,Italy,1996-09-08,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix
95,1996,15,estoril,38.7506,-9.39417,Portugal,1996-09-22,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix
96,1996,16,suzuka,34.8431,136.541,Japan,1996-10-13,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix
97,1997,1,albert_park,-37.8497,144.968,Australia,1997-03-09,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix
98,1997,2,interlagos,-23.7036,-46.6997,Brazil,1997-03-30,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix
99,1997,3,galvez,-34.6943,-58.4593,Argentina,1997-04-13,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix
100,1997,4,imola,44.3439,11.7167,Italy,1997-04-27,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix
101,1997,5,monaco,43.7347,7.42056,Monaco,1997-05-11,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix
102,1997,6,catalunya,41.57,2.26111,Spain,1997-05-25,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix
103,1997,7,villeneuve,45.5,-73.5228,Canada,1997-06-15,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix
104,1997,8,magny_cours,46.8642,3.16361,France,1997-06-29,http://en.wikipedia.org/wiki/1997_French_Grand_Prix
105,1997,9,silverstone,52.0786,-1.01694,UK,1997-07-13,http://en.wikipedia.org/wiki/1997_British_Grand_Prix
106,1997,10,hockenheimring,49.3278,8.56583,Germany,1997-07-27,http://en.wikipedia.org/wiki/1997_German_Grand_Prix
107,1997,11,hungaroring,47.5789,19.2486,Hungary,1997-08-10,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix
108,1997,12,spa,50.4372,5.97139,Belgium,1997-08-24,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix
109,1997,13,monza,45.6156,9.28111,Italy,1997-09-07,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix
110,1997,14,red_bull_ring,47.2197,14.7647,Austria,1997-09-21,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix
111,1997,15,nurburgring,50.3356,6.9475,Germany,1997-09-28,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix
112,1997,16,suzuka,34.8431,136.541,Japan,1997-10-12,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix
113,1997,17,jerez,36.7083,-6.03417,Spain,1997-10-26,http://en.wikipedia.org/wiki/1997_European_Grand_Prix
114,1998,1,albert_park,-37.8497,144.968,Australia,1998-03-08,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix
115,1998,2,interlagos,-23.7036,-46.6997,Brazil,1998-03-29,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix
116,1998,3,galvez,-34.6943,-58.4593,Argentina,1998-04-12,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix
117,1998,4,imola,44.3439,11.7167,Italy,1998-04-26,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix
118,1998,5,catalunya,41.57,2.26111,Spain,1998-05-10,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix
119,1998,6,monaco,43.7347,7.42056,Monaco,1998-05-24,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix
120,1998,7,villeneuve,45.5,-73.5228,Canada,1998-06-07,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix
121,1998,8,magny_cours,46.8642,3.16361,France,1998-06-28,http://en.wikipedia.org/wiki/1998_French_Grand_Prix
122,1998,9,silverstone,52.0786,-1.01694,UK,1998-07-12,http://en.wikipedia.org/wiki/1998_British_Grand_Prix
123,1998,10,red_bull_ring,47.2197,14.7647,Austria,1998-07-26,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix
124,1998,11,hockenheimring,49.3278,8.56583,Germany,1998-08-02,http://en.wikipedia.org/wiki/1998_German_Grand_Prix
125,1998,12,hungaroring,47.5789,19.2486,Hungary,1998-08-16,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix
126,1998,13,spa,50.4372,5.97139,Belgium,1998-08-30,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix
127,1998,14,monza,45.6156,9.28111,Italy,1998-09-13,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix
128,1998,15,nurburgring,50.3356,6.9475,Germany,1998-09-27,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix
129,1998,16,suzuka,34.8431,136.541,Japan,1998-11-01,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix
130,1999,1,albert_park,-37.8497,144.968,Australia,1999-03-07,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix
131,1999,2,interlagos,-23.7036,-46.6997,Brazil,1999-04-11,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix
132,1999,3,imola,44.3439,11.7167,Italy,1999-05-02,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix
133,1999,4,monaco,43.7347,7.42056,Monaco,1999-05-16,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix
134,1999,5,catalunya,41.57,2.26111,Spain,1999-05-30,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix
135,1999,6,villeneuve,45.5,-73.5228,Canada,1999-06-13,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix
136,1999,7,magny_cours,46.8642,3.16361,France,1999-06-27,http://en.wikipedia.org/wiki/1999_French_Grand_Prix
137,1999,8,silverstone,52.0786,-1.01694,UK,1999-07-11,http://en.wikipedia.org/wiki/1999_British_Grand_Prix
138,1999,9,red_bull_ring,47.2197,14.7647,Austria,1999-07-25,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix
139,1999,10,hockenheimring,49.3278,8.56583,Germany,1999-08-01,http://en.wikipedia.org/wiki/1999_German_Grand_Prix
140,1999,11,hungaroring,47.5789,19.2486,Hungary,1999-08-15,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix
141,1999,12,spa,50.4372,5.97139,Belgium,1999-08-29,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix
142,1999,13,monza,45.6156,9.28111,Italy,1999-09-12,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix
143,1999,14,nurburgring,50.3356,6.9475,Germany,1999-09-26,http://en.wikipedia.org/wiki/1999_European_Grand_Prix
144,1999,15,sepang,2.76083,101.738,Malaysia,1999-10-17,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix
145,1999,16,suzuka,34.8431,136.541,Japan,1999-10-31,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix
146,2000,1,albert_park,-37.8497,144.968,Australia,2000-03-12,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix
147,2000,2,interlagos,-23.7036,-46.6997,Brazil,2000-03-26,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix
148,2000,3,imola,44.3439,11.7167,Italy,2000-04-09,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix
149,2000,4,silverstone,52.0786,-1.01694,UK,2000-04-23,http://en.wikipedia.org/wiki/2000_British_Grand_Prix
150,2000,5,catalunya,41.57,2.26111,Spain,2000-05-07,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix
151,2000,6,nurburgring,50.3356,6.9475,Germany,2000-05-21,http://en.wikipedia.org/wiki/2000_European_Grand_Prix
152,2000,7,monaco,43.7347,7.42056,Monaco,2000-06-04,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix
153,2000,8,villeneuve,45.5,-73.5228,Canada,2000-06-18,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix
154,2000,9,magny_cours,46.8642,3.16361,France,2000-07-02,http://en.wikipedia.org/wiki/2000_French_Grand_Prix
155,2000,10,red_bull_ring,47.2197,14.7647,Austria,2000-07-16,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix
156,2000,11,hockenheimring,49.3278,8.56583,Germany,2000-07-30,http://en.wikipedia.org/wiki/2000_German_Grand_Prix
157,2000,12,hungaroring,47.5789,19.2486,Hungary,2000-08-13,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix
158,2000,13,spa,50.4372,5.97139,Belgium,2000-08-27,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix
159,2000,14,monza,45.6156,9.28111,Italy,2000-09-10,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix
160,2000,15,indianapolis,39.795,-86.2347,USA,2000-09-24,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix
161,2000,16,suzuka,34.8431,136.541,Japan,2000-10-08,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix
162,2000,17,sepang,2.76083,101.738,Malaysia,2000-10-22,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix
163,2001,1,albert_park,-37.8497,144.968,Australia,2001-03-04,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix
164,2001,2,sepang,2.76083,101.738,Malaysia,2001-03-18,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix
165,2001,3,interlagos,-23.7036,-46.6997,Brazil,2001-04-01,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix
166,2001,4,imola,44.3439,11.7167,Italy,2001-04-15,http://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix
167,2001,5,catalunya,41.57,2.26111,Spain,2001-04-29,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix
168,2001,6,red_bull_ring,47.2197,14.7647,Austria,2001-05-13,http://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix
169,2001,7,monaco,43.7347,7.42056,Monaco,2001-05-27,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix
170,2001,8,villeneuve,45.5,-73.5228,Canada,2001-06-10,http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix
171,2001,9,nurburgring,50.3356,6.9475,Germany,2001-06-24,http://en.wikipedia.org/wiki/2001_European_Grand_Prix
172,2001,10,magny_cours,46.8642,3.16361,France,2001-07-01,http://en.wikipedia.org/wiki/2001_French_Grand_Prix
173,2001,11,silverstone,52.0786,-1.01694,UK,2001-07-15,http://en.wikipedia.org/wiki/2001_British_Grand_Prix
174,2001,12,hockenheimring,49.3278,8.56583,Germany,2001-07-29,http://en.wikipedia.org/wiki/2001_German_Grand_Prix
175,2001,13,hungaroring,47.5789,19.2486,Hungary,2001-08-19,http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix
176,2001,14,spa,50.4372,5.97139,Belgium,2001-09-02,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix
177,2001,15,monza,45.6156,9.28111,Italy,2001-09-16,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix
178,2001,16,indianapolis,39.795,-86.2347,USA,2001-09-30,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix
179,2001,17,suzuka,34.8431,136.541,Japan,2001-10-14,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix
180,2002,1,albert_park,-37.8497,144.968,Australia,2002-03-03,http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix
181,2002,2,sepang,2.76083,101.738,Malaysia,2002-03-17,http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix
182,2002,3,interlagos,-23.7036,-46.6997,Brazil,2002-03-31,http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix
183,2002,4,imola,44.3439,11.7167,Italy,2002-04-14,http://en.wikipedia.org/wiki/2002_San_Marino_Grand_Prix
184,2002,5,catalunya,41.57,2.26111,Spain,2002-04-28,http://en.wikipedia.org/wiki/2002_Spanish_Grand_Prix
